country,year,Preparing for reuse,Products put on the market,recovered_kg_per_cap,recycled_kg_per_cap,Recycling and preparing for reuse,collected_kg_per_cap,Waste collected from households,Waste collected from other sources,generated_kg_per_cap,Waste treated in another Member State of the EU,Waste treated in the Member State,Waste treated outside the EU,treatment_kg_per_cap,countryiso3code_x,gdp_per_capita,countryiso3code_y,population,log_gdp,log_population,generated_kg_per_cap_tonnes,collected_kg_per_cap_tonnes,recycled_kg_per_cap_tonnes,treatment_kg_per_cap_tonnes,recovered_kg_per_cap_tonnes
Austria,2012,0.29,56.32,24.759999999999998,,22.03,27.549999999999997,18.18,0.18,,0.06,27.48,0.0,27.549999999999997,AT,48250.4059142637,AT,8429991.0,10.7841595194626,15.94730626236181,,232246.25204999998,,232246.25204999998,208726.57716
Austria,2013,0.31,55.14,24.410000000000004,,21.490000000000002,27.19,17.94,0.21000000000000002,,0.51,26.68,0.02,27.19,AT,50305.3545774973,AT,8479823.0,10.825866803255078,15.95320013490874,,230566.38737,,230566.38737,206992.47943000004
Austria,2014,0.31,58.03,25.21,,21.72,27.27,17.96,0.24,,0.16999999999999998,26.990000000000002,0.1,27.27,AT,51314.9722616322,AT,8546356.0,10.8457378455288,15.961015551233999,,233059.12812,,233059.12812,215453.63476000002
Austria,2015,0.4,64.79,25.71,,22.6,27.85,18.27,0.32,,0.08,27.75,0.02,27.85,AT,43915.228020857,AT,8642699.0,10.690016418660566,15.972225476257695,,240699.16715,,240699.16715,222203.79129000002
Austria,2016,0.45,73.97,28.3,,25.240000000000002,30.839999999999996,20.75,0.38,,0.45,30.32,0.05,30.839999999999996,AT,45061.4993920192,AT,8736668.0,10.715783488887995,15.983039439244974,,269438.84111999994,,269438.84111999994,247247.70440000002
Austria,2017,2.24,74.73,38.59,,33.089999999999996,41.32,27.41,0.67,,3.42,37.82,0.05,41.32,AT,47163.7425775142,AT,8797566.0,10.76138071065254,15.989985650281024,,363515.42712,,363515.42712,339498.07194000005
Austria,2018,2.25,82.36,37.980000000000004,,32.63,40.9,27.4,0.33,,3.4399999999999995,37.34,0.08,40.9,AT,51194.0749841299,AT,8840521.0,10.843379081364967,15.994856369528714,,361577.3089,,361577.3089,335762.98758
Austria,2019,3.21,67.22,35.15,27.82,31.03,37.620000000000005,36.83,0.79,,6.44,31.16,0.01,37.620000000000005,AT,49885.9947355204,AT,8879920.0,10.817495575722525,15.999303105918763,,334062.59040000004,247039.3744,334062.59040000004,312129.188
Austria,2020,3.11,76.8,37.01,29.46,32.58,39.41,38.36,1.02,,6.31,33.089999999999996,0.02,39.41,AT,48716.4098900349,AT,8916864.0,10.793771211040454,16.003454873234418,,351413.61023999995,262690.81344,351413.61023999995,330013.13664
Austria,2021,3.0,88.99,36.51,28.72,31.729999999999997,38.58,37.95,0.62,,6.569999999999999,31.990000000000002,0.02,38.58,AT,53648.7190742245,AT,8955797.0,10.890212872176884,16.007811590074983,,345514.64826,257210.48984,345514.64826,326976.14846999996
Austria,2022,3.36,93.18,35.35,28.08,31.43,37.19,36.69,0.51,,6.17,30.98,0.04,37.19,AT,52176.6649141178,AT,9041851.0,10.862390641625412,16.017374468045748,,336266.43869,253895.17607999998,336266.43869,319629.43285000004
Austria,2023,2.96,92.2,37.11,29.98,32.96,39.28,38.6,0.68,,6.119999999999999,33.16,0.01,39.28,AT,56033.573792065,AT,9131761.0,10.933706322070936,16.02726911458544,,358695.57207999995,273770.19478,358695.57207999995,338879.65070999996
Belgium,2012,0.75,89.01,26.64,,24.64,31.48,20.15,0.83,,4.7700000000000005,25.54,0.0,30.31,BE,44874.1709182123,BE,11106932.0,10.711617650259736,16.22307997586528,,349646.21936,,336651.10891999997,295888.66848
Belgium,2013,0.99,72.58,27.740000000000002,,25.599999999999998,32.379999999999995,20.72,0.85,,1.52,29.89,0.0,31.39,BE,46964.5946777056,BE,11159407.0,10.757149292085947,16.227793377304945,,361341.59865999996,,350293.78573,309561.95018
Belgium,2014,0.69,69.68,26.61,,23.9,31.14,19.84,0.91,,1.59,29.549999999999997,0.0,31.14,BE,47995.7786961339,BE,11209057.0,10.7788683421922,16.232232670189696,,349050.03498,,349050.03498,298273.00677
Belgium,2015,0.62,71.56,27.44,,24.4,31.53,19.36,1.67,,2.0300000000000002,27.849999999999998,0.0,29.880000000000003,BE,40893.804537772,BE,11274196.0,10.618733852262814,16.238027132606476,,355475.39988,,336872.97648,309363.93824
Belgium,2016,0.0,75.96000000000001,29.81,,26.07,35.82,23.36,1.19,,1.1400000000000001,31.439999999999998,0.0,32.6,BE,41854.5498296444,BE,11331422.0,10.641955787562523,16.24309013263099,,405891.53604000004,,369404.35719999997,337789.68981999997
Belgium,2017,0.0,79.7,29.68,,26.03,34.56,21.26,2.4,,1.19,31.380000000000003,0.02,32.58,BE,44035.3239358548,BE,11375158.0,10.692747407539397,16.24694241281471,,393125.46048,,370602.64764,337614.68944
Belgium,2018,1.54,85.31,31.630000000000003,,27.78,38.269999999999996,23.38,2.77,,1.23,33.629999999999995,0.06,34.92,BE,47487.2100392561,BE,11427054.0,10.76821569143367,16.251494259767462,,437313.35657999996,,399032.72568000003,361437.71802000003
Belgium,2019,1.6,71.99,24.810000000000002,20.54,22.15,31.259999999999998,26.66,4.6,,0.85,30.419999999999998,0.0,31.259999999999998,BE,46716.6227467964,BE,11488980.0,10.75185532779159,16.256898873038445,,359145.51479999995,235983.64919999999,359145.51479999995,285041.59380000003
Belgium,2020,1.73,71.45,26.66,22.07,23.79,32.66,28.15,4.51,,0.38,32.28,0.0,32.66,BE,45906.2875805246,BE,11538604.0,10.734357370992296,16.26120884118944,,376850.80663999997,254656.99028,376850.80663999997,307619.18264
Belgium,2021,1.83,68.79,28.37,23.42,25.26,34.79,28.77,5.98,,1.01,33.96,0.0,34.97,BE,51658.238294958,BE,11586195.0,10.852404964151159,16.265324861154763,,403083.72405,271348.68690000003,405169.23915,328700.35215000005
Belgium,2022,1.57,75.15,27.060000000000002,22.97,24.55,33.2,26.52,6.65,,7.14,26.02,0.0,33.2,BE,50822.2518538518,BE,11680210.0,10.836089566279172,16.27340651465478,,387782.97200000007,268294.4237,387782.97200000007,316066.48260000005
Belgium,2023,2.01,81.6,31.36,26.29,28.3,33.93,26.81,7.12,,1.02,32.43,0.0,33.47,BE,54690.0942734964,BE,11787423.0,10.909437880118752,16.28254367355893,,399947.26239,309891.35067,394525.04781,369653.58528
Bosnia and Herzegovina,2019,,29.34,,,,,,,18.49,,,,,BA,6122.3753450882,BA,3345533.0,8.71970542848646,15.023136581152773,61858.90516999999,,,,
Bosnia and Herzegovina,2020,,27.36,,,,,,,19.14,,,,,BA,6130.31133245161,BA,3299349.0,8.721000815968733,15.009235734248612,63149.53986,,,,
Bosnia and Herzegovina,2021,,31.29,,,,,,,19.78,,,,,BA,7295.3438240957,BA,3244907.0,8.894991591319256,14.992597248233519,64184.26046,,,,
Bosnia and Herzegovina,2022,,33.19,,,,,,,20.4,,,,,BA,7655.59421024383,BA,3204802.0,8.943191928886375,14.9801608679574,65377.96079999999,,,,
Bosnia and Herzegovina,2023,,40.47,,,,,,,21.25,,,,,BA,8663.02322987879,BA,3185073.0,9.066819043391657,14.973985766662949,67682.80125,,,,
Bulgaria,2012,0.08,21.82,13.379999999999999,,13.26,15.78,10.33,0.19,,0.14,15.34,0.0,15.47,BG,7431.95789508871,BG,7305888.0,8.913544615123577,15.804191156353998,,115286.91264,,113022.08736,97752.78143999999
Bulgaria,2013,0.04,23.52,12.3,,12.18,14.61,9.36,0.34,,0.02,13.71,0.0,13.73,BG,7795.98092108928,BG,7160005.0,8.961363613355251,15.784021237260607,,104607.67305,,98306.86865,88068.0615
Bulgaria,2014,,27.43,15.3,,15.0,17.68,11.44,0.26,,0.11,16.97,0.24,17.34,BG,8069.60005667684,BG,7073572.0,8.995859200764126,15.771876143665825,,125060.75296,,122655.73848,108225.65160000001
Bulgaria,2015,0.0,28.68,22.88,,22.41,26.150000000000002,16.38,0.89,,0.1,24.03,0.45999999999999996,24.59,BG,7268.65445473873,BG,6984225.0,8.89132647151867,15.75916459247748,,182637.48375,,171742.09275,159799.068
Bulgaria,2016,0.0,30.770000000000003,21.88,,21.33,26.17,15.78,1.45,,0.0,19.34,0.33,19.67,BG,7822.49923292968,BG,6894139.0,8.964759377483547,15.746182188315798,,180419.61763000002,,135607.71413000004,150843.76132
Bulgaria,2017,0.0,32.16,20.64,,19.59,23.4,13.36,2.04,,0.65,20.59,1.37,22.61,BG,8696.68930427924,BG,6803468.0,9.070697692481037,15.732943040140535,,159201.1512,,153826.41147999998,140423.57952
Bulgaria,2018,0.02,36.04,20.03,,18.76,23.16,9.950000000000001,13.209999999999999,,0.09,18.23,2.33,20.65,BG,9872.38507789106,BG,6710798.0,9.19749675246414,15.719228428851277,,155422.08168,,138577.97869999998,134417.28394
Bulgaria,2019,,26.95,17.3,15.5,15.5,18.67,,,,0.05,18.56,0.06,18.67,BG,10372.8044341114,BG,6616726.0,9.246942701895517,15.705111243643566,,123534.27442000002,102559.253,123534.27442000002,114469.3598
Bulgaria,2020,0.25,32.93,24.85,24.0,24.26,28.759999999999998,28.759999999999998,,,,27.15,0.97,28.119999999999997,BG,10769.9475699414,BG,6550696.0,9.284514901980868,15.695081861508275,,188398.01695999998,157216.704,184205.57151999997,162784.7956
Bulgaria,2021,0.57,42.18,33.17,32.49,33.05,36.949999999999996,36.949999999999996,,,0.02,32.45,3.0,35.47,BG,12972.2173356002,BG,6507301.0,9.47056522149594,15.688435335283392,,240444.77194999997,211422.20949,230813.96646999998,215847.17417
Bulgaria,2022,0.11,39.83,35.13,34.73,34.83,40.699999999999996,40.699999999999996,,,0.0,37.699999999999996,1.29,39.0,BG,13999.6719197289,BG,6465097.0,9.546789174017729,15.681928573942514,,263129.44789999997,224532.81880999997,252138.783,227118.85761
Bulgaria,2023,0.06,45.17,41.04,40.82,40.9,47.39,47.39,,,0.0,44.89,2.0,46.879999999999995,BG,15883.8618545581,BG,6446596.0,9.673058895068905,15.679062797523901,,305504.18444,263150.04872,302216.42048,264568.29984
Croatia,2012,0.0,27.759999999999998,10.84,,10.51,11.370000000000001,4.53,3.0500000000000003,,0.0,11.59,0.0,11.59,HR,13508.6836989693,HR,4260368.0,9.511087994598988,15.264866099491112,,48440.38416,,49377.66512,46182.38912
Croatia,2013,,28.17,10.6,,10.33,10.6,4.23,2.81,,0.0,10.719999999999999,0.0,10.719999999999999,HR,14136.3967669505,HR,4233922.0,9.55650808144311,15.258639308211553,,44879.5732,,45387.64384,44879.5732
Croatia,2014,0.0,27.82,10.79,,10.53,11.0,5.7,1.6,,0.0,10.96,0.0,10.96,HR,14187.9694531493,HR,4201598.0,9.560149662885085,15.250975487081362,,46217.578,,46049.51408000001,45335.242419999995
Croatia,2015,0.0,32.01,15.75,,15.74,17.03,9.53,1.77,,0.0,16.259999999999998,0.0,16.259999999999998,HR,12285.3032582105,HR,4151725.0,9.416158969893624,15.239034468493696,,70703.87675,,67507.04849999999,65389.66875
Croatia,2016,0.0,36.22,27.080000000000002,,26.99,28.05,16.84,1.75,,0.0,28.46,0.0,28.46,HR,12821.1738140304,HR,4106867.0,9.45885328744001,15.228171008679245,,115197.61935000001,,116881.43482000001,111213.95836000002
Croatia,2017,0.0,39.769999999999996,25.479999999999997,,25.37,26.64,16.42,1.23,,0.0,25.479999999999997,0.0,25.479999999999997,HR,13902.6310485422,HR,4041407.0,9.539833385274598,15.212103456633077,,107663.08248,,102975.05035999998,102975.05035999998
Croatia,2018,0.0,45.34,28.0,,28.0,30.71,17.81,2.5100000000000002,,0.0,28.0,0.0,28.0,HR,15460.4183295843,HR,3988775.0,9.646038380610019,15.198994724182652,,122495.28025,,111685.7,111685.7
Croatia,2019,0.0,31.17,18.84,18.83,18.83,20.4,17.169999999999998,3.24,,0.0,18.84,0.0,18.84,HR,15563.8167397199,HR,3949390.0,9.652704059409055,15.18907169457196,,80567.556,74367.01369999998,74406.5076,74406.5076
Croatia,2020,0.0,43.92,19.86,19.79,19.79,20.84,16.56,4.29,,0.0,19.86,0.0,19.86,HR,14808.4620188819,HR,3914206.0,9.60295405439342,15.180123057132112,,81572.05304000001,77462.13674,77736.13115999999,77736.13115999999
Croatia,2021,0.0,49.34,16.92,16.830000000000002,16.830000000000002,18.3,14.23,4.07,,0.0,16.92,0.0,16.92,HR,17789.9304736722,HR,3878981.0,9.786387872483171,15.171083048240476,,70985.3523,65283.250230000005,65632.35852000001,65632.35852000001
Croatia,2022,0.0,50.36,14.74,14.66,14.66,16.27,12.75,3.55,,0.0,14.74,0.0,14.74,HR,18466.0955472648,HR,3855641.0,9.823691656545591,15.165047828718594,,62731.27907,56523.697060000006,56832.14834000001,56832.14834000001
Croatia,2023,0.0,56.61,15.129999999999999,14.99,14.99,16.61,11.55,5.06,,0.0,15.129999999999999,0.0,15.129999999999999,HR,21865.4562838641,HR,3859686.0,9.992663331859974,15.166096390981895,,64109.38446,57856.69314,58397.04918,58397.04918
Cyprus,2012,0.1,44.64,7.54,,7.54,8.73,5.64,0.19,,1.32,6.87,0.56,8.73,CY,28991.935546875,CY,1165397.0,10.274772985705404,13.968572359464355,,10173.91581,,10173.91581,8787.09338
Cyprus,2013,0.21000000000000002,33.43,6.37,,6.37,7.9399999999999995,5.19,0.11,,1.47,5.470000000000001,0.67,7.62,CY,27797.45703125,CY,1183895.0,10.232699821798711,13.984320408061135,,9400.126299999998,,9021.2799,7541.411150000001
Cyprus,2014,0.22999999999999998,30.769999999999996,7.18,,7.18,8.05,5.22,0.16,,0.97,6.4,0.33,7.709999999999999,CY,27244.3515625,CY,1201801.0,10.212601496495394,13.999331822966823,,9674.49805,,9265.885709999999,8628.93118
Cyprus,2015,0.43,34.35,9.47,,9.47,10.42,6.91,0.06,,3.5199999999999996,6.0,0.45,9.97,CY,23487.228515625,CY,1219502.0,10.064212084980092,14.013953136653168,,12707.21084,,12158.434940000001,11548.68394
Cyprus,2016,0.5900000000000001,21.509999999999998,8.27,,8.27,9.41,5.9,0.4,,2.54,5.44,0.77,8.76,CY,24715.154296875,CY,1237112.0,10.115171868767293,14.028290188908962,,11641.22392,,10837.10112,10230.91624
Cyprus,2017,0.41000000000000003,39.89,12.75,,12.75,16.310000000000002,10.549999999999999,0.38,,2.9,11.16,0.42000000000000004,14.510000000000002,CY,26696.990234375,CY,1254275.0,10.192306112730058,14.042068274378272,,20457.225250000003,,18199.530250000003,15992.00625
Cyprus,2018,0.38,41.17,10.29,,10.29,11.370000000000001,5.82,1.79,,3.2800000000000002,7.3100000000000005,0.78,11.370000000000001,CY,29599.986328125,CY,1270737.0,10.295529178424376,14.055107605077792,,14448.279690000001,,14448.279690000001,13075.883729999998
Cyprus,2019,0.24000000000000002,32.49,9.19,8.94,9.19,11.2,11.2,,38.61,1.69,9.040000000000001,0.0,10.72,CY,29703.052734375,CY,1286671.0,10.299005105177898,14.06756882064288,49678.36731,14410.715199999999,11502.838740000001,13793.113120000002,11824.50649
Cyprus,2020,0.22,36.2,11.2,10.98,11.2,12.38,12.38,,38.56,2.24,9.870000000000001,0.06,12.17,CY,28649.015625,CY,1302247.0,10.262874362913871,14.079601791899659,50214.64432,16121.817860000001,14298.67206,15848.34599,14585.166399999998
Cyprus,2021,0.25,40.52,7.26,7.01,7.26,8.93,8.93,0.0,39.05,0.04,7.89,0.14,8.07,CY,33734.03515625,CY,1317309.0,10.426262551978144,14.091101577351264,51440.91645,11763.56937,9234.33609,10630.683630000001,9563.66334
Cyprus,2022,0.1,39.04,8.17,8.03,8.13,10.31,10.31,0.0,38.07,0.04,9.21,0.14,9.39,CY,33894.44921875,CY,1331370.0,10.431006540101825,14.1017190452225,50685.2559,13726.424700000001,10690.9011,12501.5643,10877.2929
Cyprus,2023,0.17,35.06,7.68,7.5,7.68,8.64,8.64,,37.01,0.0,8.42,0.0,8.42,CY,36551.41796875,CY,1344976.0,10.506475259740043,14.111886726992703,49777.56176,11620.59264,10087.32,11324.69792,10329.41568
Czechia,2012,0.0,48.17999999999999,12.350000000000001,,12.350000000000001,15.330000000000002,9.88,0.31,,2.69,10.91,0.24,13.830000000000002,CZ,20014.0354015165,CZ,10510785.0,9.904189076486476,16.167912430834612,,161130.33405,,145364.15655,129808.19475000001
Czechia,2013,,51.900000000000006,14.16,,14.09,15.47,9.56,0.76,,2.09,13.370000000000001,0.09,15.54,CZ,20260.4954999375,CZ,10514272.0,9.916428234558763,16.168244130295115,,162655.78784,,163391.78688,148882.09152000002
Czechia,2014,,51.12,14.41,,14.280000000000001,16.7,10.44,0.65,,2.3600000000000003,13.66,0.03,16.06,CZ,20038.4163180257,CZ,10525347.0,9.905406526029457,16.16929690611039,,175773.2949,,169037.07282,151670.25027000002
Czechia,2015,0.0,53.52,18.96,,18.53,22.43,14.83,0.5700000000000001,,1.93,18.67,0.02,20.64,CZ,17931.5987670768,CZ,10546059.0,9.794319729778335,16.171262793595115,,236548.10337,,217670.65776000003,199953.27864
Czechia,2016,0.0,53.23,27.79,,27.34,20.27,18.97,1.3,,4.45,25.48,0.03,29.97,CZ,18753.9686718096,CZ,10566332.0,9.839160671497723,16.173183277753544,,214179.54963999998,,316672.97004,293638.36627999996
Czechia,2017,0.0,57.63,26.89,,26.22,30.21,18.13,2.0100000000000002,,3.92,24.75,0.05,28.740000000000002,CZ,20913.197632212,CZ,10594438.0,9.948135704318434,16.175839704389034,,320057.97198000003,,304484.14812,284884.43782
Czechia,2018,0.0,57.01,24.19,,23.6,27.71,16.990000000000002,1.96,,2.91,23.4,0.03,26.31,CZ,23705.9329811299,CZ,10629928.0,10.07348063255074,16.17918397701203,,294555.30488,,279673.40568,257137.95832000003
Czechia,2019,0.21,53.84,21.36,20.54,20.74,22.39,19.759999999999998,2.62,,2.9,20.35,0.0,23.25,CZ,24062.7190013343,CZ,10671870.0,10.088418992342875,16.18312186565405,,238943.1693,219200.20979999998,248120.9775,227951.1432
Czechia,2020,0.36,60.21,23.85,23.150000000000002,23.54,26.59,21.85,4.73,,3.18,23.44,0.04,26.68,CZ,23472.8915454417,CZ,10697858.0,10.063601483022085,16.18555409247617,,284456.04422,247655.41270000002,285418.85144,255143.91330000001
Czechia,2021,0.44,70.85,30.15,29.169999999999998,29.61,31.2,24.37,6.8100000000000005,,4.69,27.04,0.02,31.75,CZ,27696.4619527544,CZ,10505772.0,10.229059956680212,16.167435378375917,,327780.0864,306453.36924,333558.261,316749.0258
Czechia,2022,0.48,75.78,33.5,32.83,33.3,35.83,22.41,13.43,,6.3100000000000005,29.11,0.0,35.410000000000004,CZ,28282.2236715857,CZ,10672118.0,10.249988747456268,16.183145104047927,,382381.98794,350365.63393999997,377899.6983800001,357515.953
Czechia,2023,0.2,74.41,40.68,40.13,40.33,42.57,32.37,10.21,,9.1,33.6,0.28,42.98,CZ,31591.0568216357,CZ,10864042.0,10.360629347546004,16.20096899475252,,462482.26794,435974.00546,466936.52515999996,441949.22856
Denmark,2012,0.0,76.15,37.92,,34.5,40.89,26.87,0.38,,15.02,23.91,0.0,38.900000000000006,DK,58443.7747103968,DK,5591572.0,10.975820454990158,15.536771022055307,,228639.37908,,217512.15080000003,212032.41024
Denmark,2013,0.07,73.98,34.46,,31.79,38.51,25.23,0.44,,9.41,32.93,0.0,42.36,DK,61377.5940590412,DK,5614932.0,11.02480012993141,15.540940035662826,,216231.03131999998,,237848.51952,193490.55672
Denmark,2014,0.07,80.98,34.43,,31.56,38.05,24.67,0.7,,9.98,27.93,0.0,37.91,DK,62520.4509747011,DK,5643475.0,11.043248997796363,15.546010568492928,,214734.22374999998,,213944.13724999997,194304.84425
Denmark,2015,0.06,83.84,38.0,,34.84,41.08,26.849999999999998,1.44,,11.06,29.4,0.0,40.459999999999994,DK,53094.0133607574,DK,5683483.0,10.879819458138824,15.553074806989798,,233477.48163999998,,229953.72217999998,215972.354
Denmark,2016,0.13,85.01,37.37,,34.26,39.51,26.310000000000002,0.79,,11.8,27.720000000000002,0.0,39.53,DK,54500.9260410217,DK,5728010.0,10.90597297208536,15.560878733431151,,226313.6751,,226428.2353,214055.73369999998
Denmark,2017,0.13,92.27000000000001,35.55,,32.89,38.17,25.259999999999998,0.83,,13.47,24.81,0.0,38.29,DK,57521.5514992225,DK,5764980.0,10.959914965244344,15.567312242468525,,220049.28660000002,,220741.08419999998,204945.03899999996
Denmark,2018,0.35000000000000003,93.83,34.67,,31.04,38.43,25.07,1.03,,11.35,9.46,0.0,20.81,DK,61324.7665045565,DK,5793636.0,11.023939061611191,15.572270631727315,,222649.43148,,120565.56516,200865.36012
Denmark,2019,0.51,89.09,28.33,24.78,25.3,30.63,29.73,0.91,,6.449999999999999,23.85,0.0,30.3,DK,59404.2663247723,DK,5814422.0,10.992121326420907,15.575851940886242,,178095.74586,144081.37716,176176.9866,164722.57525999998
Denmark,2020,0.61,98.9,31.32,26.93,27.57,32.94,32.46,0.47,,5.67,27.09,0.0,32.730000000000004,DK,60985.4885601514,DK,5831404.0,11.018391222398016,15.578768352661008,,192086.44775999998,157039.70971999998,190861.85292,182639.57328
Denmark,2021,0.82,109.99,28.900000000000002,24.86,25.67,32.17,31.56,0.63,56.22,4.75,26.26,0.0,31.02,DK,69727.9873677012,DK,5856733.0,11.152357056578962,15.583102497555105,329265.52926,188411.10061000002,145598.38238,181675.85766,169259.58370000002
Denmark,2022,1.17,110.6,27.23,23.21,24.38,29.6,29.09,0.51,57.33,5.04,24.61,0.0,29.68,DK,68091.3191138669,DK,5903037.0,11.128605011381836,15.590977522202506,338421.11121,174729.89520000003,137009.48877,175202.13816,160739.69751
Denmark,2023,0.95,83.6,23.85,18.970000000000002,19.919999999999998,34.98,26.16,8.85,59.690000000000005,19.07,5.0,0.0,24.060000000000002,DK,68453.8769281145,DK,5946952.0,11.133915467945613,15.598389377359705,354973.5648800001,208024.38095999998,112813.67944,143083.66512,141834.80520000003
Estonia,2012,0.0,34.129999999999995,11.129999999999999,,9.959999999999999,12.41,8.129999999999999,0.14,,1.7399999999999998,10.05,0.0,11.790000000000001,EE,17568.2137969714,EE,1322696.0,9.773846513917094,14.09518263589223,,16414.65736,,15594.585840000002,14721.606479999999
Estonia,2013,0.0,31.799999999999997,7.57,,6.99,10.58,6.08,0.97,,3.02,5.24,0.0,8.27,EE,19310.3874900757,EE,1317997.0,9.868398442029909,14.091623717865975,,13944.40826,,10899.83519,9977.237290000001
Estonia,2014,,34.57,12.68,,11.76,13.84,7.14,2.08,,3.38,10.41,0.0,13.84,EE,20581.7898991695,EE,1314545.0,9.932161978354891,14.089001156114996,,18193.3028,,18193.3028,16668.4306
Estonia,2015,0.0,35.36,15.620000000000001,,14.690000000000001,16.950000000000003,8.45,2.86,,4.18,12.79,0.0,16.950000000000003,EE,17722.1557669523,EE,1315407.0,9.782570874036644,14.089656681410414,,22296.148650000003,,22296.148650000003,20546.65734
Estonia,2016,0.0,36.28,18.86,,17.560000000000002,20.27,9.51,4.01,,4.11,15.919999999999998,0.24,20.27,EE,18666.3736521706,EE,1315790.0,9.834478983720828,14.089947803665954,,26671.0633,,26671.0633,24815.7994
Estonia,2017,0.0,37.660000000000004,19.950000000000003,,17.9,20.88,11.14,2.77,,3.38,17.490000000000002,0.0,20.88,EE,20851.5223496861,EE,1317384.0,9.945182238934962,14.091158509980621,,27506.977919999998,,27506.977919999998,26281.810800000003
Estonia,2018,0.0,43.39,21.7,,19.47,22.73,11.74,3.39,,5.83,16.29,0.6000000000000001,22.73,EE,23618.1361254581,EE,1321977.0,10.069770175776512,14.094638901360426,,30048.537210000002,,30048.537210000002,28686.900899999997
Estonia,2019,0.04,34.45,15.36,13.37,13.41,16.62,12.87,3.77,,5.4799999999999995,11.129999999999999,0.0,16.62,EE,24021.2501413306,EE,1326898.0,10.086694140130202,14.098354445250802,,22053.04476,17740.626259999997,22053.04476,20381.15328
Estonia,2020,0.01,60.36,21.58,18.36,18.38,22.41,15.98,6.43,,4.51,17.75,0.15000000000000002,22.41,EE,23933.9939421065,EE,1329522.0,10.083055068025153,14.100330037102578,,29794.58802,24410.02392,29794.58802,28691.084759999998
